source_sentence,target_sentence
"Legends also speak of many and abundant genies, like jentilak (equivalent to giants), lamiak (equivalent to nymphs), mairuak (builders of the cromlechs or stone circles, literally Moors), iratxoak (imps), sorginak (witches, priestess of Mari), and so on.","ⴰⵔ ⵙⴰⵡⴰⵍⵏ ⴰⵡⴷ ⵉⵏⵇⵇⵉⵙⵏ ⵅⴼ ⴽⵉⴳⴰⵏ ⵏ ⵉⵎⴷⵓⵏ ⵉⴳⴳⵓⵜⵏ, ⵣⵓⵏⴷ ⵊⵉⵏⵉⵜⵉⵍⴰⴽ (ⵏⵏⴰ ⵉⴳⴰⵏ ⵉⴳⵔⵣⵓⵜⵏ), ⴷ ⵛⵛⵉⵔⵡⴰⴽ (ⵍⵍⵉ ⵉⴳⴰⵏ ⵉⴳⴹⴰⴹ), ⴷ ⵉⵛⵉⵔⵡⴰⴽⵏ ( ⵍⵍⵉ ⵉⵜⵜⵚⵚⴽⵓⵏ ⵜⵉⵎⵜⵜⴰⵢⵉⵏ ⵏ ⴽⵕⵓⵎⵉⵍⵉⴽⵙ ⵏⵖ ⴰⵥⵕⵓ, ⵏⵖ ⵙ ⵓⵏⴰⵎⴽ ⵏ ⵎⵓⵕ), ⴷ ⵍⵉⵔⴰⴽⵙⵡⴰⴽ (ⵏⵖ ⵓⴹⵍⵉⴱⵏ), ⴷ ⵛⵛⵉⵔⵓⵊⵉⵏⴰⴽ (ⵜⵉⴳⵣⵣⴰⵏⵉⵏ, ⴷ ⵜⵃⵔⴳⵉⵜ ⵎⴰⵔⵉ), ⴷ ⵡⵉⵢⵢⴰⴹ."
"""There is a trickster named San Martin Txiki (""""St Martin the Lesser"""").""",‘’ⵉⵍⵍⴰ ⵖⵉⵏⵏⴰ ⵢⴰⵏ ⵓⵅⵏⴷⴰⵍⵍⴰⵙ ⵉⵙⵎ ⵏⵏⵙ ⵎⴰⵔⵜⵉⵏ ⵜⵉⴽⵙⵉⴽⵉ’’.
"The jentilak ('Giants'), on the other hand, are a legendary people which explains the disappearance of a people of Stone Age culture that used to live in the high lands and with no knowledge of iron.","ⴳ ⵜⵙⴳⴰ ⵢⴰⴹⵏ, ⴳⴰⵏ ‘’ⵉⵍⵖⵓⵖⵏ’’ ⵢⴰⵏ ⵓⴳⴷⵓⴷ ⴰⵏⵇⵇⵉⵙ ⵏⵏⴰ ⵉⵙⴼⵙⴰⵢⵏ ⵉⵛⵛⴽⵉ ⵏ ⵓⴳⴷⵓⴷ ⵙⴳ ⵜⴷⵍⵙⴰ ⵏ ⵓⵣⵎⵣ ⵏ ⵓⵥⵕⵓ ⵍⵍⵉ ⵉⵎⵢⴰⵔⵏ ⵜⵓⴷⵔⵜ ⴳ ⵉⴽⴰⵍⵏ ⵢⴰⵜⵜⵓⵢⵏ ⵍⵍⵉ ⵓⵔ ⵉⵙⵙⵉⵏ ⴰⴽⴽⵯ ⵓⵣⵣⴰⵍ."
"For more than a century, scholars have widely discussed the high status of Basque women in law codes, as well as their positions as judges, inheritors, and arbitrators through ante-Roman, medieval, and modern times.","ⴳ ⴷⴰⵔ ⵡⵓⴳⴳⴰⵔ ⵏ ⵢⴰⵜ ⵜⵙⵜⵓⵜ ⴳ ⵜⵉⵣⵉ, ⵎⵔⴰⵔⴰⵏ ⵉⵎⴰⵙⵙⴰⵏ ⴽⵉⴳⴰⵏ ⴰⵙⵓⵔⵙ ⴰⵎⵇⵇⵔⴰⵏ ⵏⵏⴰ ⴳ ⵜⵍⵍⴰ ⵜⵎⵖⴰⵔⵜ ⵜⴰⴱⴰⵚⴽⵉⵢⵜ ⴳ ⵉⵍⵓⴳⴰⵏ, ⵓⵍⴰ ⵜⴰⴼⵙⵏⵉⵡⵉⵏ ⵏⵏⵙ ⵣⵓⵏⴷ ⵉⵏⴱⴹⵓⵜⵏ ⴷ ⵉⵏⵎⵓⴽⴽⴰⵙ ⴷ ⵉⵏⴱⴷⴰⴷⵏ ⴳ ⵓⵣⵎⵣ ⴰⵕⵓⵎⴰⵏⵉⵢ ⴰⵏⴰⵎⵎⴰⵙ ⴷ ⵓⵜⵔⴰⵔ."
"Navarre has a separate statute of autonomy, a contentious arrangement designed during Spanish transition to democracy (the Amejoramiento, an 'upgrade' of its previous status during dictatorship).","ⵉⵍⵍⴰ ⵢⴰⵏ ⵓⵙⵍⴳⵓⵏ ⵉⵥⵍⵉⵏ ⵖⵓⵔ ⵏⴰⴼⴰⵕ ⵏ ⵓⵏⵏⴱⴹ ⵓⵏⵎⴰⵙ, ⵉⴳⴰ ⵢⴰⵏ ⵓⵙⵏⵎⴰⵍⴰ ⵉⵙⵙⴽⵔⵏ ⵜⴰⵖⵏⵏⴰⵏⵜ ⵉⵜⵜⵓⵙⴽⴰⵔ ⴳ ⵜⵉⵣⵉ ⵏ ⵓⵙⵏⴼⵍ ⴰⵚⴱⵍⵢⵓⵏⵉⵢ ⵙ ⵜⴷⵉⵎⵓⵇⵕⴰⵜⵉⵢⵜ (ⴰⵎⵉⵊⵓⵕⴰⵎⵉⵏⵟⵓ), ⵉⴳⴰ ‘’ⴰⵙⴼⴰⵍⴽⵉ’’ ⴰⵏⵙⴰ ⵍⵍⵉⵖ ⵏⵏⵙ ⴰⵎⵣⵡⴰⵔⵓ ⴳ ⵓⵣⵎⵣ ⵏ ⵜⴷⵉⴽⵜⴰⵜⵓⵔⵉⵢⵜ)."
"Questions of political, linguistic and cultural allegiance and identity are highly complex in Navarre.",ⵜⵜⵓⵙⴼⵉⵔⵙⵏⵜ ⵜⵎⵙⴰⵔⵉⵏ ⵏ ⵜⵎⵏⵉⵍⵜ ⵜⴰⵙⵔⵜⴰⵏⵜ ⴷ ⵜⵉⵏ ⵜⵓⵜⵍⴰⵢⵜ ⴷ ⵜⴷⵍⵙⴰⵏⵜ ⴷ ⵜⵉⵏ ⵜⵎⴰⴳⵉⵜ ⵙ ⴽⵉⴳⴰⵏ ⵏ ⵓⵔⵡⴰⵢ ⴳ ⵏⴰⴼⴰⵕ.
The majority of schools under the jurisdiction of the Basque education system use Basque as the primary medium of teaching.,ⴰⵔ ⵙⵙⵎⵔⴰⵙⵏⵜ ⴽⵉⴳⴰⵏ ⵏ ⵜⵉⵏⵎⴰⵍ ⵏⵏⴰ ⵉⴹⴼⴰⵕⵏ ⵉ ⵜⵎⵥⵍⴰⵢⵜ ⵜⴰⵏⵣⵣⴰⵔⴼⵓⵜ ⵉ ⵓⵎⴰⴳⴰⵡ ⵏ ⵓⵙⵙⵍⵎⴷ ⴳ ⵜⵙⴳⴰ ⵏ ⵍⴱⴰⵚⴽ ⵎⴰⵙ ⵜⴳⴰ ⵜⵓⵜⵍⴰⵢⵜ ⵏ ⵍⴱⴰⵚⴽ ⵢⴰⵏ ⵉⵎⵉⵙⵙ ⴰⴳⵊⴷⴰⵏ ⵏ ⵓⵙⵙⵍⵎⴷ.
"In contrast, the desire for greater autonomy or independence is particularly common among leftist Basque nationalists.","ⵎⴳⴰⵍ ⵏ ⵎⴰⵏ ⴰⵢⴰ, ⵜⴳⴰ ⵜⵏⵥⴻⵣⵜ ⴷ ⵜⵓⴳⴳⵜ ⴳ ⵓⵏⵏⴱⴹ ⵏ ⵓⵏⵎⴰⵙ ⵏⵖ ⴰⵏⵏⴳⵎⴹ ⵏⵏⴰ ⵉⵜⵜⵡⴰⵙⵙⴰⵏ ⵙ ⵢⴰⵜ ⵜⵎⴰⵎⴽⵜ ⵉⵥⵍⵉⵏ ⴳⵔ ⵉⵎⴰⵖⵍⴰⵛⵏ ⵏ ⵓⵢⴼⴼⵓⵙ ⴳ ⵍⴱⴰⵚⴽ."
They regard themselves as culturally and especially linguistically distinct from their surrounding neighbours.,ⴰⵔ ⵜⴳⴳⴰⵏ ⵉⵅⴼ ⴰⵡⵏ ⵏⵏⵙⵏ ⴷ ⵉⵎⵥⵍⴰⵢ ⴳ ⵜⴷⵍⵙⴰ ⵓⵍⴰ ⵜⵓⵜⵍⴰⵢⵜ ⵙⵍⴰⵡⴰⵏ ⴰⴽⴽⵯ ⴰⴽⴷ ⵡⴰⴷⵊⴰⵕⵏ ⵏⵏⵙⵏ ⵏⵏⴰ ⴰⵙⵏ ⵉⵜⵜⵉⵏ.
Miguel de Unamuno was a noted novelist and philosopher of the late 19th and the 20th century.,ⵉⴳⴰ ⵎⵉⴳⵍ ⴷⵉ ⵎⵓⵏⵓⵏⵓ ⵢⴰⵏ ⵓⵎⴰⵔⴰ ⵏ ⵡⵓⵏⴳⴰⵍⵏ ⴷ ⴰⵓⴼⴰⵢⵍⴰⵙⵓⴼ ⴳ ⵜⴳⴰⵔⵉⵡⵉⵏ ⵏ ⵜⵙⵓⵜⵉⵜ ⵜⵉⵙⵙ 19 ⴷ ⵜⵙⵓⵜⵉⵜ ⵜⵉⵙⵙ 20.
He also founded the Chilean Trade Union Association to promote a union movement based on the social teachings of the Catholic Church.,ⵎⴽⵉⵏⵏⴰ ⵉⵙⵔⵙ ⵜⵉⵔⵙⴰⵍ ⵏ ⵜⵙⵇⵇⵏⵜ ⵏ ⵓⵏⵎⴰⵍⵓ ⴰⵛⵉⵍⵉⵢ ⵏ ⵓⵙⴷⵓⵙ ⵏ ⵓⵎⵓⵙⵙⵓ ⵏ ⵓⵏⵎⴰⵍⵓ ⵏⵏⴰ ⵉⵜⵜⴳⴳⴰⵏ ⵜⵉⵎⵍⵎⴰⴷⵉⵏ ⵜⵉⵏⴰⵎⵓⵏⵉⵏ ⵏ ⵍⴽⴰⵏⵉⵙⴰ ⵜⴰⴽⴰⵜⵓⵍⵉⴽⵉⵢⵜ.
The historical presence of the San in Botswana is particularly evident in northern Botswana's Tsodilo Hills region.,ⵉⴹⵀⵕ ⵢⵉⵍⵉ ⵏ ⵓⵎⵣⵔⵓⵢ ⵏ ⵢⵉⵍⵙ ⴳ ⴱⵓⵟⵙⵡⴰⵏⴰ ⵙ ⵢⴰⵜ ⵜⵎⴰⵎⴽⵜ ⵉⵥⵍⵉⵏ ⴳ ⵓⴷⵖⴰⵔ ⵏ ⵜⵡⵔⵉⵔⵉⵏ ⵏ ⵓⴳⴰⴼⴰⵢ ⵏ ⴱⵓⵟⵙⵡⴰⵏⴰ.
"From the 1950s through to the 1990s, San communities switched to farming because of government-mandated modernisation programs.","ⵙⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1950 ⴰⵔ 1990, ⵜⵜⵓⵙⵏⴼⴰⵍⵏ ⴽⵔⴰ ⵏ ⵉⵎⵓⵏⵏ ⵏ ⵙⴰⵏ ⵜⴽⵔⵣⴰ ⵙ ⵜⵎⵏⵜⵉⵍⵜ ⵏ ⵓⵖⴰⵡⴰⵙ ⵏ ⵓⵙⵜⵔⴰⵔ ⵏⵏⴰ ⴷ ⵜⵙⵙⵓⴼⵖ ⵜⵏⴱⴰⴹⵜ ⵏⵏⴰⵙⵏ."
"""Certain San groups are one of 14 known extant """"ancestral population clusters""""; that is, """"groups of populations with common genetic ancestry, who share ethnicity and similarities in both their culture and the properties of their languages"""".""","‘’ ⴽⵔⴰ ⵏ ⵜⵔⵓⴱⴱⴰ ⴰⵎⵎⴰⵙ ⵏ ⵙⵙⴰⵏ ⴳⴰⵏⵜ 14 ⵏ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵉⵎⵣⴷⴰⵖⵏ ⵉⵜⵜⵡⴰⵙⵙⴰⵏ ⵙ ⵢⵉⵍⵉ ⵏⵏⵙ’’, ‘’ⵜⵉⵔⴱⴱⴰⵄ ⵏ ⵉⵎⵣⴷⴰⵖⵏ ⵏ ⵉⵎⵣⵡⵓⵔⴰ’’ ; ⴳⴰⵏ ⵜⵜ ⵜⵉⵔⵓⴱⴱⴰ ⵏ ⵉⵎⵣⴷⴰⵖ ⵎⵎ ⵓⵙⴰⵍⴰ ⴰⵊⵉⵏⵉⵢ ⵉⵛⵛⴰⵔⵏ, ⵏⵏⴰ ⵉⵙⵙⴰⵔⵏ ⵜⴰⵢⵉⵜⵏⵉⵢⵏ ⴷ ⵎⵎⵔⵡⴰⵙⵏⵜ ⴳ ⵜⴷⵍⵙⴰ ⵏⵏⵙⵏ ⴷ ⵜⵎⵥⵍⴰⵢ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵏⵏⵙⵏ."
Representatives of San peoples in 2003 stated their preference of the use of such individual group names where possible over the use of the collective term San.,ⴱⴷⵔⵏ ⵉⴳⵏⵙⴰⵙⵏ ⵏ ⵉⴳⴷⵓⴷⵏ ⵏ ⵙⴰⵏ ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 2003 ⴰⵔ ⵜⵜⵉⵔⵉⵏ ⴰⵙⵙⵎⵔⵙ ⵏ ⵡⴰⵙⵙⴰⵖⵏ ⵉⵎⴷⴰⵏ ⴳ ⵜⵔⵓⴱⴱⴰ ⴰⵢⵏⵏⴰ ⵓⴼⴰⵏ ⴰⴷ ⴳⵉⵙ ⵙⵙⵎⵔⵙⵏ ⵉⵔⵎ ⴰⵎⴰⴳⵔⴰⵡ ⵏ ⵙⴰⵏ.
"I continued to use Bushman, and I was publicly corrected several times by the righteous.","ⵙⵏⵏⵜⵉⵏ ⴰⵙⵙⵎⵔⵙ ⵏ ⴱⵓⵛⵎⴰⵏ, ⵎⴽⵉⵏⵏⴰ ⵖⵉⴼⵙ ⵣⵣⵔⵉⵏ ⴼⵍⵍⴰⵙ ⵉⴳⵯⵔⵔⴰⵎⵏ ⴽⵉⴳⴰⵏ ⵏ ⵜⵉⴽⴽⴰⵍ ⵙ ⵜⵓⴹⵔⴰⵔⵜ"
"""Instead, the San Council's representative was adamant that no hurt or harm was caused to them or the San community with the manner in which (Die Burger) published the word 'boesman'.""""""","‘’ⴳ ⵡⴰⵏⵙⴰ ⵏ ⵎⴰⵢⵏⵏⴰ, ⵉⴳⴰ ⵓⵙⴳⴱⴰⵔ ⵏ ⵓⵙⵇⵇⵉⵎ ⵏ ⵙⴰⵏ ⵉⵔⴰ ⵏⵉⵜ ⴰⴷ ⵜⵏ ⵉⵙⵙⵉⵖ ⵏⵖ ⵉ ⵡⴰⵎⵓⵏ ⵏ ⵙⵙⴰⵏ ⵙ ⵜⵎⴰⵎⴽⵜ ⵏⵏⴰ ⵙ ⵜⵜⵓⵙⴼⵙⴰⵔ ⵜⴳⵓⵔⵉ ⵏ ‘’ⵓⵣⵎⴰⵏ’’."
"San kinship is comparable to Eskimo kinship, with the same set of terms as in European cultures, but also uses a name rule and an age rule.","ⵉⵔⵡⴰⵙ ⵡⴰⵍⵍⴰⴳ ⵏ ⵙⵙⴰⵏⵉⵢⵢⴰ ⴰⵍⵍⴰⴳ ⵏ ⵍⵉⵙⴽⵉⵎⵓ, ⴰⴽⴷ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵉⵔⵉⵎⵏ ⵣⵓⵏⴷ ⴰⵢⵍⵍⵉ ⵉⵍⵍⴰⵏ ⴳ ⵜⴷⵍⵙⵉⵡⵉⵏ ⵜⵓⵕⵓⴱⴱⵉⵢⵉⵏ, ⵎⴰⵛⴰ ⴷⴰ ⵙⵙⵎⵔⴰⵙⵏ ⴰⵡⴷ ⵉⵍⴳⴰⵏ ⵏ ⵡⴰⵙⵙⴰⵖ ⴷ ⵓⵍⴳⴰⵏ ⵏ ⵓⵙⵎⵎⵓⴷ."
"Children have no social duties besides playing, and leisure is very important to San of all ages.","ⵓⵔ ⵍⵉⵏ ⵡⴰⵕⵕⴰⴹⵏ ⵉⵣⵓⵛⵛⴰⵍ ⵉⵏⴰⵎⵓⵏ ⴰⴽⴷ ⵜⵓⵔⴰⵔⵉⵏ, ⴷ ⵜⵉⵣⵉ ⵏ ⵓⵖⵊⴷⵉⵎ ⵜⴳⴰ ⵢⴰⵜ ⵜⵉⵣⵉ ⵉⵙⵙⴰⵡⵀⵎⵎⴰⵏ ⴳ ⵙⴰⵏ ⵉ ⵇⵇⴰⵃ ⵉⵙⵎⵎⵓⴷⵏ ⵉⵍⵍⴰⵏ."
They make important family and group decisions and claim ownership of water holes and foraging areas.,ⴰⵔ ⵜⵜⴰⵙⵉⵏ ⵉⴷⵙⵏ ⵏ ⵜⵖⵜⴰⵙⵉⵏ ⵉⵡⵊⴰⵡⴰⵏ ⴷ ⵉⵎⴰⴳⵔⴰⵡⵏ ⵉⵎⵇⵇⵓⵔⵏ ⴰⵔ ⵜⵜⴻⵜⵜⵔⵏ ⵙ ⵜⵉⵍⵉⵜⵉⵏ ⴷ ⵉⵖⵉⵙⴰⵏ ⵏ ⵡⴰⵎⴰⵏ ⴷ ⵡⴰⵏⵙⵉⵡⵏ ⵏ ⵓⵙⵏⵖⵍ.
Droughts may last many months and waterholes may dry up.,ⵇⴰⴷ ⵣⴷⵉⵏ ⵡⴰⴷⴷⴰⴷⵏ ⵏ ⵜⴰⵖⴰⵔⵜ ⴽⵉⴳⴰⵏ ⵏ ⵡⴰⵢⵢⵓⵔⵏ ⴷ ⵖⵉⵏ ⴰⴷ ⵣⵡⵓⵏ ⵉⵖⵉⵙⴰ ⵏ ⵡⴰⵎⴰⵏ.
Into this hole is inserted a long hollow grass stem.,ⴳ ⵜⵃⴱⵓⵛⵜ ⴰⴷ ⴷⴰ ⵜⵜⵖⵉⵎⴰⵏ ⵙⴽⵛⵎⵏ ⵉⵛⵜⵜⵓⵃⵏ ⵏ ⵜⵓⴳⴰ ⵉⵣⵡⴰⵏ ⵍⵍⵉ ⵉⵖⵣⵣⵉⴼⵏ.
"Early spring is the hardest season: a hot dry period following the cool, dry winter.",ⵉⴳⴰ ⵉⵎⵉⵔ ⵏ ⵜⴼⵙⵓⵜ ⵏ ⵣⵉⴽⴽ ⵙⴳ ⵉⵎⵉⵔⵏ ⵉⵛⵇⵇⴰⵏ: ⵜⵉⵣⵉ ⵏ ⵜⴰⵖⴰⵔⵜ ⵉⵣⵡⴰⵏ ⵉⴹⴼⴰⵕⵏ ⵉⵎⵉⵔ ⵏ ⵜⴳⵔⵙⵜ ⵉⵇⵔⴼⵏ ⵉⵣⵡⴰⵏ.
"Women gather fruit, berries, tubers, bush onions, and other plant materials for the band's consumption.","ⴰⵔ ⵙⵎⵓⵏⵜ ⵜⵓⵜⵎⵉⵏ ⵉⴳⵓⵎⵎⴰ, ⴰⵖⴰⵣ, ⴷ ⵓⵥⴰⵍⵉⵎ, ⴷ ⴱⴰⵟⴰⵟⴰ, ⴷ ⵜⵖⴰⵡⵙⵉⵡⵉⵏ ⵢⴰⴹⵏⵉⵏ ⵏ ⵜⵎⵜⵜⴰ ⵏ ⵉⵎⵖⴰⵢⵏ ⵉ ⵜⵓⵙⵙⵓⵎⵔⴰ ⵎⵇⵇⵓⵔⵏ."
"Depending on location, the San consume 18 to 104 species, including grasshoppers, beetles, caterpillars, moths, butterflies, and termites.","ⵙ ⵉⴼⵓⵍⴰ ⵏ ⵓⴷⵖⴰⵔ, ⴰⵔ ⵉⵙⵎⵓⵔ ⵙⵙⴰⵏ ⵙⴳ 18 ⴰⵔ 104 ⵏ ⵡⴰⵏⴰⵡⵏ, ⴰⵢⵏⵏⴰ ⴳ ⵜⴰⵎⵓ ⵜⵎⵓⵔⵖⵉ, ⴷ ⵍⴰⵥⵕⴰⵕ, ⴷ ⵉⴼⵙⴰⵏ, ⴷ ⵉⴳⵓⵔⴷⴰⵏ, ⴷ ⵉⴼⵕⵟⴻⵟⵟⵓⵜⵏ, ⴷ ⵉⴱⵅⵛⴰⵏ ⵓⵎⵍⴰⵍⵏ."
"These haplogroups are specific sub-groups of haplogroups A and B, the two earliest branches on the human Y-chromosome tree.","ⵜⵉⵔⵓⴱⴱⴰ ⴷⴷⵖ ⴳⴰⵏⵜ ⵜⵉⵔⵓⴱⴱⴰ ⵜⴰⵢⵢⴰⵡⵉⵏ ⵜⵉⵎⵥⵍⴰⵢⵉⵏ ⵙⴳ ⵜⵔⵓⴱⴱⴰ (ⴰ) ⴷ (ⴱ), ⴳⴰⵏ ⴰⵢⵢⴰⵡⵏ ⵉⵎⵣⵡⵓⵔⴰ ⴳ ⵜⴰⴷⴷⴰⴳⵜ ⵏ (ⵢ) ⵏ ⵍⴽⵔⵓⵎⵓⵙⵓⵎ ⵏ ⵓⴼⴳⴰⵏ."
"The most divergent (oldest) mitochondrial haplogroup, L0d, has been identified at its highest frequencies in the southern African San groups.","ⵜⵜⵡⴰⵙⵙⴰⵏⵜ ⴽⵉⴳⴰⵏ ⵏ ⵜⵔⵓⴱⴱⴰ ⵏ ⵍⵎⵉⵜⵓⴽⵓⵏⴷⵔⵉⵢⴰ ⵉⵎⵣⴰⵔⴰⵢⵏ (ⵜⵉⵣⴰⵢⴽⵓⵜⵉⵏ), ⵏ (L0d) ⴳ ⵉⵙⵎⵣⴰⵣⴰⵜⵏ ⵏⵏⵙ ⵢⴰⵜⵜⵓⵢⵏ ⴰⵎⵎⴰⵙ ⵏ ⵜⵔⵓⴱⴱⴰ ⵏ ⵙⴰⵏ ⵜⵉⴼⵔⵉⵇⵢⵉⵏ ⵏ ⵓⵢⴼⴼⵓⵙ."
The San have been particularly affected by encroachment by majority peoples and non-indigenous farmers onto land traditionally occupied by San people.,ⵜⵜⵓⴹⵉⵚⵏ ⵉⵎⵣⴷⴰⵖ ⵏ ⵙⴰⵏ ⵙ ⵢⴰⵜ ⵜⵎⴰⵎⴽⵜ ⵉⵥⵍⵉⵏ ⵙ ⵓⴷⴷⵓⵢⵙⵔ ⵏ ⵜⵓⴳⴳⵜ ⵏ ⵉⵎⵣⴷⴰⵖ ⴷ ⵉⵎⴽⵔⴰⵣⵏ ⵏⵏⴰ ⵓⵔ ⵉⴳⵉⵏ ⵉⵎⵣⴷⴰⵖ ⵉⵥⵖⵕⴰⵏ ⵅⴼ ⵉⴽⴰⵍⵏ ⵏⵏⴰ ⵓⵎⵥⵏ ⵉⵎⵣⴷⴰⵖ ⵏ ⵙⴰⵏ ⴳ ⵓⵣⵎⵣ ⴰⵣⴰⵢⴽⵓ.
"Loss of land is a major contributor to the problems facing Botswana's indigenous people, including especially the San's eviction from the Central Kalahari Game Reserve.","ⵜⵉⵡⵙ ⵜⵏⵊⵍⴰⵍⵉⵜ ⵏ ⵉⴽⴰⵍⵏ ⴽⵉⴳⴰⵏ ⴳ ⵉⵎⵓⴽⵔⵉⵙⵏ ⵏⵏⴰ ⵉⵍⵍⴰⵏ ⴷⴰⵔ ⵉⵎⵣⴷⴰⵖ ⵉⵥⵓⵕⴰⵏⵏ ⴳ ⴱⵓⵜⵙⵡⴰⵏⴰ, ⵙⵍⴰⵡⴰⵏ ⴰⴽⴽⵯ ⴰⵟⵟⴰⵢ ⵏ ⵉⵎⵣⴷⴰⵖ ⵏ ⵙⴰⵏ ⵙⴳ ⵜⵎⵃⴹⵉⵜ ⵏ ⴽⵍⴰⵀⴰⵔⵉ ⵜⴰⵏⴰⵎⵎⴰⵙⵜ ⵏ ⵜⵓⵔⴰⵔⵜ."
This would award royalties to the San for the benefits of their indigenous knowledge.,ⵉⵥⴹⴰⵕ ⵎⴰⵢⴰⵏ ⴰⴷ ⵉⵡⵛ ⵉ ⵙⵙⴰⵏ ⴽⵔⴰ ⵏ ⵉⵙⴼⴽⴰ ⵅⴼ ⵜⵢⴰⴼⵓⵜⵉⵏ ⵏ ⵜⵓⵙⵙⵏⵉⵡⵉⵏ ⵜⵉⵥⵓⵕⴰⵏⵉⵏ.
"Van der Post grew up in South Africa, and had a respectful lifelong fascination with native African cultures.","ⵜⵜⵓⴳⴰ ⴼⴰⵏ ⴷⵔ ⴱⴱⵓⵙⵜ ⴳ ⵓⵢⴼⴼⵓⵙ ⵏ ⵉⴼⵔⵉⵇⵢⴰ, ⵜⵍⵍⴰ ⴰⵙ ⵢⴰⵜ ⵜⵓⵎⵔⵜ ⵏ ⵡⴰⴱⴷⴰ ⴳ ⵜⵓⴷⵔⵜ ⴰⴽⴷ ⵜⴷⵍⵙⵉⵡⵉⵏ ⵜⵉⴼⵔⵉⵇⵢⵉⵏ ⵜⵉⵥⵓⵕⴰⵏⵉⵏ."
"""Driven by a lifelong fascination with this """"vanished tribe"""", Van der Post published a 1958 book about this expedition, entitled The Lost World of the Kalahari.""","ⵜⴼⵙⵔ ⵜⵙⵖⵏⵜ ⵏ ⴼⴰⵏ ⴷⵔ ⴱⵓⵙⵜ ⴰⴷⵍⵉⵙ ⵅⴼ ⵜⵏⵢⵓⴷⴷⵓⵜ ⴰⴷ ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1958 ⵙ ⵓⵣⵡⵍ ⵏ ‘’ⴰⵎⴰⴹⴰⵍ ⵏ ⴽⴰⵍⴰⵀⴰⵔⵉ ⵉⵊⵍⴰⵏ’’, ⵉⵜⵜⵓⵜⴽⴰⵢⵏ ⵙ ⵢⴰⵏ ⵉⵃⵔⴳⵉ ⵉⵣⴷⵉⵏ ⴰⴱⴷⴰ ⵏ ⵜⵓⴷⵔⵜ ⴰⴽⴷ ⴰⵢⴷⴷⵖ ⵏ ‘’ⵜⴰⵡⵙⵉⵜ ⵉⵜⵜⵡⴰⴼⴼⴰⵔⵏ’’."
"His early film The Hunters, released in 1957, shows a giraffe hunt.","ⴰⵙⴰⵔⵓ ⵏⵏⵙ ⵏ ⵉⵏⴳⵎⴰⵔⵏ ⵍⵍⵉ ⴷ ⵉⴼⴼⵓⵖⵏ ⵣⵉⴽ, ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1957, ⴰⵔ ⵉⵎⵎⴰⵍ ⵜⴰⴳⵎⵔⵜ ⵏ ⵓⵎⴷⵖ."
"His sister Elizabeth Marshall Thomas wrote several books and numerous articles about the San, based in part on her experiences living with these people when their culture was still intact.","ⵜⵓⵔⴰ ⵓⵍⵜⵎⴰⵙ ⵉⵍⵉⵥⴰⴱⵉⵜ ⵎⴰⵔⵛⴰⵍ ⵜⵓⵎⴰⵙ ⴽⵉⴳⴰⵏ ⵏ ⵉⴷⵍⵉⵙⵏ ⴷ ⴽⵉⴳⴰⵏ ⵏ ⵉⵎⴳⵔⴰⴷⵏ ⵅⴼ ⵙⵙⴰⵏ, ⵜⵓⴳⵎ ⵜⵏ ⴷ ⵙⴳ ⵜⵔⵎⵉⵜⵉⵏ ⵏⵏⵙ ⴳ ⵜⵓⴷⵔⵜ ⴰⴽⴷ ⵉⵡⴷⴰⵏ ⵏⵏⴰ ⵍⵍⵉⵖ ⴳ ⵜⴳⴰ ⵜⴷⵍⵙⴰ ⵏⵏⵙⵏ ⵜⵙⵓⵍ ⵜⵖⵓⴷⴰ."
"""This was reviewed by Lawrence Van Gelder for the New York Times, who said that the film """"constitutes an act of preservation and a requiem"""".""","‘’ⵉⵙⴼⵙⵔ ⵍⵓⵕⴰⵏⵙ ⴼⴰⵏ ⵊⵉⵍⵉⴷⵔ ⵎⴰⵏ ⴰⵢⴰ ⴳ ⵓⵖⵎⵉⵙ ⵏ ⵏⵢⵓⵢⵓⵔⴽ ⵟⴰⵢⵎⵣ, ⵏⵏⴰ ⵉⵏⵏⴰⵏ ⵎⴰⵙ ⵉⴳⴰ ⵓⵙⴰⵔⵓ ‘’ⵢⴰⵏ ⵜⵡⵓⵔⵉ ⵙⴳ ⵜⵡⵓⵔⵉⵡⵉⵏ ⵏ ⵓⵃⵟⵟⵓ ⴷ ⵓⵙⵏⴼⵍⵓⵍ’’."
